toxin_type,toxin_label,province,measured,detected,detection_rate,mean_positive_concentration_ug_kg,max_positive_concentration_ug_kg
NEOS,Neosolaniol,Phayao,6,0,0.0,0.0,0.0
NEOS,Neosolaniol,Phichit,2,0,0.0,0.0,0.0
NEOS,Neosolaniol,Phnom Phen,4,0,0.0,0.0,0.0
NEOS,Neosolaniol,Roi Et,53,0,0.0,0.0,0.0
NEOS,Neosolaniol,Si Sa Ket,23,0,0.0,0.0,0.0
NEOS,Neosolaniol,Siem Reap,4,0,0.0,0.0,0.0
NEOS,Neosolaniol,Songkhla,13,0,0.0,0.0,0.0
NEOS,Neosolaniol,Suphan Buri,4,0,0.0,0.0,0.0
NEOS,Neosolaniol,Surin,37,0,0.0,0.0,0.0
NEOS,Neosolaniol,Takhmao,3,0,0.0,0.0,0.0
NEOS,Neosolaniol,Ubon Ratchathani,43,0,0.0,0.0,0.0
NEOS,Neosolaniol,Unspecified area,48,0,0.0,0.0,0.0
NEOS,Neosolaniol,Yala,4,0,0.0,0.0,0.0
NEOS,Neosolaniol,Yasothon,20,0,0.0,0.0,0.0
NIV,Nivalenol,Amnart Charoen,15,0,0.0,0.0,0.0
NIV,Nivalenol,Bangkok,1,0,0.0,0.0,0.0
NIV,Nivalenol,Chaiyaphum,1,0,0.0,0.0,0.0
NIV,Nivalenol,Chiang Mai,86,0,0.0,0.0,0.0
NIV,Nivalenol,Chiang Rai,21,0,0.0,0.0,0.0
NIV,Nivalenol,Kalasin,2,0,0.0,0.0,0.0
NIV,Nivalenol,Kampong Thom,2,0,0.0,0.0,0.0
NIV,Nivalenol,Kampot,1,0,0.0,0.0,0.0
NIV,Nivalenol,Lampang,21,0,0.0,0.0,0.0
NIV,Nivalenol,Mahasarakham,10,0,0.0,0.0,0.0
NIV,Nivalenol,Mukdahan,15,0,0.0,0.0,0.0
NIV,Nivalenol,Nakhon Pathom,32,0,0.0,0.0,0.0
NIV,Nivalenol,Narathiwat,18,0,0.0,0.0,0.0
NIV,Nivalenol,Pathum Thani,6,0,0.0,0.0,0.0
NIV,Nivalenol,Pha Yao,17,0,0.0,0.0,0.0
NIV,Nivalenol,Phayao,6,0,0.0,0.0,0.0
NIV,Nivalenol,Phichit,2,0,0.0,0.0,0.0
NIV,Nivalenol,Phnom Phen,4,0,0.0,0.0,0.0
NIV,Nivalenol,Roi Et,53,0,0.0,0.0,0.0
NIV,Nivalenol,Si Sa Ket,23,0,0.0,0.0,0.0
NIV,Nivalenol,Siem Reap,4,0,0.0,0.0,0.0
NIV,Nivalenol,Songkhla,13,0,0.0,0.0,0.0
NIV,Nivalenol,Suphan Buri,4,0,0.0,0.0,0.0
NIV,Nivalenol,Surin,37,0,0.0,0.0,0.0
NIV,Nivalenol,Takhmao,3,0,0.0,0.0,0.0
NIV,Nivalenol,Ubon Ratchathani,43,0,0.0,0.0,0.0
NIV,Nivalenol,Unspecified area,48,0,0.0,0.0,0.0
NIV,Nivalenol,Yala,4,0,0.0,0.0,0.0
NIV,Nivalenol,Yasothon,20,0,0.0,0.0,0.0
OTA,Ochratoxin A,Unspecified area,48,5,0.104167,0.952,2.62
OTA,Ochratoxin A,Kampong Thom,2,1,0.5,13.27,13.27
OTA,Ochratoxin A,Ubon Ratchathani,43,1,0.023256,7.55,7.55
OTA,Ochratoxin A,Amnart Charoen,15,0,0.0,0.0,0.0
OTA,Ochratoxin A,Bangkok,1,0,0.0,0.0,0.0
OTA,Ochratoxin A,Chaiyaphum,1,0,0.0,0.0,0.0
OTA,Ochratoxin A,Chiang Mai,86,0,0.0,0.0,0.0
OTA,Ochratoxin A,Chiang Rai,21,0,0.0,0.0,0.0
OTA,Ochratoxin A,Kalasin,2,0,0.0,0.0,0.0
OTA,Ochratoxin A,Kampot,1,0,0.0,0.0,0.0
OTA,Ochratoxin A,Lampang,21,0,0.0,0.0,0.0
OTA,Ochratoxin A,Mahasarakham,10,0,0.0,0.0,0.0
OTA,Ochratoxin A,Mukdahan,15,0,0.0,0.0,0.0
OTA,Ochratoxin A,Nakhon Pathom,32,0,0.0,0.0,0.0
OTA,Ochratoxin A,Narathiwat,18,0,0.0,0.0,0.0
OTA,Ochratoxin A,Pathum Thani,6,0,0.0,0.0,0.0
OTA,Ochratoxin A,Pha Yao,17,0,0.0,0.0,0.0
OTA,Ochratoxin A,Phayao,6,0,0.0,0.0,0.0
OTA,Ochratoxin A,Phichit,2,0,0.0,0.0,0.0
OTA,Ochratoxin A,Phnom Phen,4,0,0.0,0.0,0.0
OTA,Ochratoxin A,Roi Et,53,0,0.0,0.0,0.0
OTA,Ochratoxin A,Si Sa Ket,23,0,0.0,0.0,0.0
OTA,Ochratoxin A,Siem Reap,4,0,0.0,0.0,0.0
OTA,Ochratoxin A,Songkhla,13,0,0.0,0.0,0.0
OTA,Ochratoxin A,Suphan Buri,4,0,0.0,0.0,0.0
OTA,Ochratoxin A,Surin,37,0,0.0,0.0,0.0
OTA,Ochratoxin A,Takhmao,3,0,0.0,0.0,0.0
OTA,Ochratoxin A,Yala,4,0,0.0,0.0,0.0
OTA,Ochratoxin A,Yasothon,20,0,0.0,0.0,0.0
OTB,Ochratoxin B,Amnart Charoen,15,0,0.0,0.0,0.0
OTB,Ochratoxin B,Bangkok,1,0,0.0,0.0,0.0
OTB,Ochratoxin B,Chaiyaphum,1,0,0.0,0.0,0.0
OTB,Ochratoxin B,Chiang Mai,86,0,0.0,0.0,0.0
OTB,Ochratoxin B,Chiang Rai,21,0,0.0,0.0,0.0
OTB,Ochratoxin B,Kalasin,2,0,0.0,0.0,0.0
OTB,Ochratoxin B,Kampong Thom,2,0,0.0,0.0,0.0
OTB,Ochratoxin B,Kampot,1,0,0.0,0.0,0.0
OTB,Ochratoxin B,Lampang,21,0,0.0,0.0,0.0
OTB,Ochratoxin B,Mahasarakham,10,0,0.0,0.0,0.0
OTB,Ochratoxin B,Mukdahan,15,0,0.0,0.0,0.0
OTB,Ochratoxin B,Nakhon Pathom,32,0,0.0,0.0,0.0
OTB,Ochratoxin B,Narathiwat,18,0,0.0,0.0,0.0
OTB,Ochratoxin B,Pathum Thani,6,0,0.0,0.0,0.0
OTB,Ochratoxin B,Pha Yao,17,0,0.0,0.0,0.0
OTB,Ochratoxin B,Phayao,6,0,0.0,0.0,0.0
OTB,Ochratoxin B,Phichit,2,0,0.0,0.0,0.0
OTB,Ochratoxin B,Phnom Phen,4,0,0.0,0.0,0.0
OTB,Ochratoxin B,Roi Et,53,0,0.0,0.0,0.0
OTB,Ochratoxin B,Si Sa Ket,23,0,0.0,0.0,0.0
OTB,Ochratoxin B,Siem Reap,4,0,0.0,0.0,0.0
OTB,Ochratoxin B,Songkhla,13,0,0.0,0.0,0.0
OTB,Ochratoxin B,Suphan Buri,4,0,0.0,0.0,0.0
OTB,Ochratoxin B,Surin,37,0,0.0,0.0,0.0
OTB,Ochratoxin B,Takhmao,3,0,0.0,0.0,0.0
OTB,Ochratoxin B,Ubon Ratchathani,43,0,0.0,0.0,0.0
OTB,Ochratoxin B,Unspecified area,48,0,0.0,0.0,0.0
OTB,Ochratoxin B,Yala,4,0,0.0,0.0,0.0
OTB,Ochratoxin B,Yasothon,20,0,0.0,0.0,0.0
PAT,Patulin,Amnart Charoen,15,0,0.0,0.0,0.0
PAT,Patulin,Bangkok,1,0,0.0,0.0,0.0
PAT,Patulin,Chaiyaphum,1,0,0.0,0.0,0.0
PAT,Patulin,Chiang Mai,86,0,0.0,0.0,0.0
PAT,Patulin,Chiang Rai,21,0,0.0,0.0,0.0
PAT,Patulin,Kalasin,2,0,0.0,0.0,0.0
PAT,Patulin,Kampong Thom,2,0,0.0,0.0,0.0
PAT,Patulin,Kampot,1,0,0.0,0.0,0.0
PAT,Patulin,Lampang,21,0,0.0,0.0,0.0
PAT,Patulin,Mahasarakham,10,0,0.0,0.0,0.0
PAT,Patulin,Mukdahan,15,0,0.0,0.0,0.0
PAT,Patulin,Nakhon Pathom,32,0,0.0,0.0,0.0
PAT,Patulin,Narathiwat,18,0,0.0,0.0,0.0
PAT,Patulin,Pathum Thani,6,0,0.0,0.0,0.0
PAT,Patulin,Pha Yao,17,0,0.0,0.0,0.0
PAT,Patulin,Phayao,6,0,0.0,0.0,0.0
PAT,Patulin,Phichit,2,0,0.0,0.0,0.0
PAT,Patulin,Phnom Phen,4,0,0.0,0.0,0.0
PAT,Patulin,Roi Et,53,0,0.0,0.0,0.0
PAT,Patulin,Si Sa Ket,23,0,0.0,0.0,0.0
PAT,Patulin,Siem Reap,4,0,0.0,0.0,0.0
PAT,Patulin,Songkhla,13,0,0.0,0.0,0.0
PAT,Patulin,Suphan Buri,4,0,0.0,0.0,0.0
PAT,Patulin,Surin,37,0,0.0,0.0,0.0
PAT,Patulin,Takhmao,3,0,0.0,0.0,0.0
PAT,Patulin,Ubon Ratchathani,43,0,0.0,0.0,0.0
PAT,Patulin,Unspecified area,48,0,0.0,0.0,0.0
PAT,Patulin,Yala,4,0,0.0,0.0,0.0
PAT,Patulin,Yasothon,20,0,0.0,0.0,0.0
PAX,Paxiline,Amnart Charoen,15,0,0.0,0.0,0.0
PAX,Paxiline,Bangkok,1,0,0.0,0.0,0.0
PAX,Paxiline,Chaiyaphum,1,0,0.0,0.0,0.0
PAX,Paxiline,Chiang Mai,86,0,0.0,0.0,0.0
PAX,Paxiline,Chiang Rai,21,0,0.0,0.0,0.0
PAX,Paxiline,Kalasin,2,0,0.0,0.0,0.0
PAX,Paxiline,Kampong Thom,2,0,0.0,0.0,0.0
PAX,Paxiline,Kampot,1,0,0.0,0.0,0.0
PAX,Paxiline,Lampang,21,0,0.0,0.0,0.0
PAX,Paxiline,Mahasarakham,10,0,0.0,0.0,0.0
PAX,Paxiline,Mukdahan,15,0,0.0,0.0,0.0
PAX,Paxiline,Nakhon Pathom,32,0,0.0,0.0,0.0
PAX,Paxiline,Narathiwat,18,0,0.0,0.0,0.0
PAX,Paxiline,Pathum Thani,6,0,0.0,0.0,0.0
PAX,Paxiline,Pha Yao,17,0,0.0,0.0,0.0
PAX,Paxiline,Phayao,6,0,0.0,0.0,0.0
PAX,Paxiline,Phichit,2,0,0.0,0.0,0.0
PAX,Paxiline,Phnom Phen,4,0,0.0,0.0,0.0
PAX,Paxiline,Roi Et,53,0,0.0,0.0,0.0
PAX,Paxiline,Si Sa Ket,23,0,0.0,0.0,0.0
PAX,Paxiline,Siem Reap,4,0,0.0,0.0,0.0
PAX,Paxiline,Songkhla,13,0,0.0,0.0,0.0
PAX,Paxiline,Suphan Buri,4,0,0.0,0.0,0.0
PAX,Paxiline,Surin,37,0,0.0,0.0,0.0
PAX,Paxiline,Takhmao,3,0,0.0,0.0,0.0
PAX,Paxiline,Ubon Ratchathani,43,0,0.0,0.0,0.0
PAX,Paxiline,Unspecified area,48,0,0.0,0.0,0.0
PAX,Paxiline,Yala,4,0,0.0,0.0,0.0
PAX,Paxiline,Yasothon,20,0,0.0,0.0,0.0
PEN,Penitrem A,Amnart Charoen,15,0,0.0,0.0,0.0
PEN,Penitrem A,Bangkok,1,0,0.0,0.0,0.0
PEN,Penitrem A,Chaiyaphum,1,0,0.0,0.0,0.0
PEN,Penitrem A,Chiang Mai,86,0,0.0,0.0,0.0
PEN,Penitrem A,Chiang Rai,21,0,0.0,0.0,0.0
PEN,Penitrem A,Kalasin,2,0,0.0,0.0,0.0
PEN,Penitrem A,Kampong Thom,2,0,0.0,0.0,0.0
PEN,Penitrem A,Kampot,1,0,0.0,0.0,0.0
PEN,Penitrem A,Lampang,21,0,0.0,0.0,0.0
PEN,Penitrem A,Mahasarakham,10,0,0.0,0.0,0.0
PEN,Penitrem A,Mukdahan,15,0,0.0,0.0,0.0
PEN,Penitrem A,Nakhon Pathom,32,0,0.0,0.0,0.0
PEN,Penitrem A,Narathiwat,18,0,0.0,0.0,0.0
PEN,Penitrem A,Pathum Thani,6,0,0.0,0.0,0.0
PEN,Penitrem A,Pha Yao,17,0,0.0,0.0,0.0
PEN,Penitrem A,Phayao,6,0,0.0,0.0,0.0
PEN,Penitrem A,Phichit,2,0,0.0,0.0,0.0
PEN,Penitrem A,Phnom Phen,4,0,0.0,0.0,0.0
PEN,Penitrem A,Roi Et,53,0,0.0,0.0,0.0
PEN,Penitrem A,Si Sa Ket,23,0,0.0,0.0,0.0
PEN,Penitrem A,Siem Reap,4,0,0.0,0.0,0.0
PEN,Penitrem A,Songkhla,13,0,0.0,0.0,0.0
PEN,Penitrem A,Suphan Buri,4,0,0.0,0.0,0.0
PEN,Penitrem A,Surin,37,0,0.0,0.0,0.0
PEN,Penitrem A,Takhmao,3,0,0.0,0.0,0.0
PEN,Penitrem A,Ubon Ratchathani,43,0,0.0,0.0,0.0
PEN,Penitrem A,Unspecified area,48,0,0.0,0.0,0.0
PEN,Penitrem A,Yala,4,0,0.0,0.0,0.0
PEN,Penitrem A,Yasothon,20,0,0.0,0.0,0.0
STC,Sterigmatocystin,Unspecified area,48,5,0.104167,0.128,0.32
STC,Sterigmatocystin,Amnart Charoen,15,0,0.0,0.0,0.0
STC,Sterigmatocystin,Bangkok,1,0,0.0,0.0,0.0
STC,Sterigmatocystin,Chaiyaphum,1,0,0.0,0.0,0.0
STC,Sterigmatocystin,Chiang Mai,86,0,0.0,0.0,0.0
STC,Sterigmatocystin,Chiang Rai,21,0,0.0,0.0,0.0
STC,Sterigmatocystin,Kalasin,2,0,0.0,0.0,0.0
STC,Sterigmatocystin,Kampong Thom,2,0,0.0,0.0,0.0
STC,Sterigmatocystin,Kampot,1,0,0.0,0.0,0.0
STC,Sterigmatocystin,Lampang,21,0,0.0,0.0,0.0
STC,Sterigmatocystin,Mahasarakham,10,0,0.0,0.0,0.0
STC,Sterigmatocystin,Mukdahan,15,0,0.0,0.0,0.0
STC,Sterigmatocystin,Nakhon Pathom,32,0,0.0,0.0,0.0
STC,Sterigmatocystin,Narathiwat,18,0,0.0,0.0,0.0
STC,Sterigmatocystin,Pathum Thani,6,0,0.0,0.0,0.0
STC,Sterigmatocystin,Pha Yao,17,0,0.0,0.0,0.0
STC,Sterigmatocystin,Phayao,6,0,0.0,0.0,0.0
STC,Sterigmatocystin,Phichit,2,0,0.0,0.0,0.0
STC,Sterigmatocystin,Phnom Phen,4,0,0.0,0.0,0.0
STC,Sterigmatocystin,Roi Et,53,0,0.0,0.0,0.0
STC,Sterigmatocystin,Si Sa Ket,23,0,0.0,0.0,0.0
STC,Sterigmatocystin,Siem Reap,4,0,0.0,0.0,0.0
STC,Sterigmatocystin,Songkhla,13,0,0.0,0.0,0.0
STC,Sterigmatocystin,Suphan Buri,4,0,0.0,0.0,0.0
STC,Sterigmatocystin,Surin,37,0,0.0,0.0,0.0
STC,Sterigmatocystin,Takhmao,3,0,0.0,0.0,0.0
STC,Sterigmatocystin,Ubon Ratchathani,43,0,0.0,0.0,0.0
STC,Sterigmatocystin,Yala,4,0,0.0,0.0,0.0
STC,Sterigmatocystin,Yasothon,20,0,0.0,0.0,0.0
T-2,T-2 Toxin,Ubon Ratchathani,43,1,0.023256,51.44,51.44
T-2,T-2 Toxin,Kampong Thom,2,1,0.5,48.68,48.68
T-2,T-2 Toxin,Amnart Charoen,15,0,0.0,0.0,0.0
T-2,T-2 Toxin,Bangkok,1,0,0.0,0.0,0.0
T-2,T-2 Toxin,Chaiyaphum,1,0,0.0,0.0,0.0
T-2,T-2 Toxin,Chiang Mai,86,0,0.0,0.0,0.0
T-2,T-2 Toxin,Chiang Rai,21,0,0.0,0.0,0.0
T-2,T-2 Toxin,Kalasin,2,0,0.0,0.0,0.0
T-2,T-2 Toxin,Kampot,1,0,0.0,0.0,0.0
T-2,T-2 Toxin,Lampang,21,0,0.0,0.0,0.0
T-2,T-2 Toxin,Mahasarakham,10,0,0.0,0.0,0.0
T-2,T-2 Toxin,Mukdahan,15,0,0.0,0.0,0.0
T-2,T-2 Toxin,Nakhon Pathom,32,0,0.0,0.0,0.0
T-2,T-2 Toxin,Narathiwat,18,0,0.0,0.0,0.0
T-2,T-2 Toxin,Pathum Thani,6,0,0.0,0.0,0.0
T-2,T-2 Toxin,Pha Yao,17,0,0.0,0.0,0.0
T-2,T-2 Toxin,Phayao,6,0,0.0,0.0,0.0
T-2,T-2 Toxin,Phichit,2,0,0.0,0.0,0.0
T-2,T-2 Toxin,Phnom Phen,4,0,0.0,0.0,0.0
T-2,T-2 Toxin,Roi Et,53,0,0.0,0.0,0.0
T-2,T-2 Toxin,Si Sa Ket,23,0,0.0,0.0,0.0
T-2,T-2 Toxin,Siem Reap,4,0,0.0,0.0,0.0
T-2,T-2 Toxin,Songkhla,13,0,0.0,0.0,0.0
T-2,T-2 Toxin,Suphan Buri,4,0,0.0,0.0,0.0
T-2,T-2 Toxin,Surin,37,0,0.0,0.0,0.0
T-2,T-2 Toxin,Takhmao,3,0,0.0,0.0,0.0
T-2,T-2 Toxin,Unspecified area,48,0,0.0,0.0,0.0
T-2,T-2 Toxin,Yala,4,0,0.0,0.0,0.0
T-2,T-2 Toxin,Yasothon,20,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Unspecified area,48,8,0.166667,2.48875,4.17
TEA,Tenuazonic acid,Amnart Charoen,15,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Bangkok,1,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Chaiyaphum,1,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Chiang Mai,86,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Chiang Rai,21,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Kalasin,2,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Kampong Thom,2,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Kampot,1,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Lampang,21,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Mahasarakham,10,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Mukdahan,15,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Nakhon Pathom,32,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Narathiwat,18,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Pathum Thani,6,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Pha Yao,17,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Phayao,6,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Phichit,2,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Phnom Phen,4,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Roi Et,53,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Si Sa Ket,23,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Siem Reap,4,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Songkhla,13,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Suphan Buri,4,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Surin,37,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Takhmao,3,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Ubon Ratchathani,43,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Yala,4,0,0.0,0.0,0.0
TEA,Tenuazonic acid,Yasothon,20,0,0.0,0.0,0.0
TEN,Tentoxin,Unspecified area,48,16,0.333333,1.07,3.11
TEN,Tentoxin,Amnart Charoen,15,0,0.0,0.0,0.0
TEN,Tentoxin,Bangkok,1,0,0.0,0.0,0.0
TEN,Tentoxin,Chaiyaphum,1,0,0.0,0.0,0.0
TEN,Tentoxin,Chiang Mai,86,0,0.0,0.0,0.0
TEN,Tentoxin,Chiang Rai,21,0,0.0,0.0,0.0
TEN,Tentoxin,Kalasin,2,0,0.0,0.0,0.0
TEN,Tentoxin,Kampong Thom,2,0,0.0,0.0,0.0
TEN,Tentoxin,Kampot,1,0,0.0,0.0,0.0
TEN,Tentoxin,Lampang,21,0,0.0,0.0,0.0
TEN,Tentoxin,Mahasarakham,10,0,0.0,0.0,0.0
TEN,Tentoxin,Mukdahan,15,0,0.0,0.0,0.0
TEN,Tentoxin,Nakhon Pathom,32,0,0.0,0.0,0.0
TEN,Tentoxin,Narathiwat,18,0,0.0,0.0,0.0
TEN,Tentoxin,Pathum Thani,6,0,0.0,0.0,0.0
TEN,Tentoxin,Pha Yao,17,0,0.0,0.0,0.0
TEN,Tentoxin,Phayao,6,0,0.0,0.0,0.0
TEN,Tentoxin,Phichit,2,0,0.0,0.0,0.0
TEN,Tentoxin,Phnom Phen,4,0,0.0,0.0,0.0
TEN,Tentoxin,Roi Et,53,0,0.0,0.0,0.0
TEN,Tentoxin,Si Sa Ket,23,0,0.0,0.0,0.0
TEN,Tentoxin,Siem Reap,4,0,0.0,0.0,0.0
TEN,Tentoxin,Songkhla,13,0,0.0,0.0,0.0
TEN,Tentoxin,Suphan Buri,4,0,0.0,0.0,0.0
TEN,Tentoxin,Surin,37,0,0.0,0.0,0.0
TEN,Tentoxin,Takhmao,3,0,0.0,0.0,0.0
TEN,Tentoxin,Ubon Ratchathani,43,0,0.0,0.0,0.0
TEN,Tentoxin,Yala,4,0,0.0,0.0,0.0
TEN,Tentoxin,Yasothon,20,0,0.0,0.0,0.0
TMP,Trimethoprim,Amnart Charoen,15,0,0.0,0.0,0.0
TMP,Trimethoprim,Bangkok,1,0,0.0,0.0,0.0
TMP,Trimethoprim,Chaiyaphum,1,0,0.0,0.0,0.0
TMP,Trimethoprim,Chiang Mai,86,0,0.0,0.0,0.0
TMP,Trimethoprim,Chiang Rai,21,0,0.0,0.0,0.0
TMP,Trimethoprim,Kalasin,2,0,0.0,0.0,0.0
TMP,Trimethoprim,Kampong Thom,2,0,0.0,0.0,0.0
TMP,Trimethoprim,Kampot,1,0,0.0,0.0,0.0
TMP,Trimethoprim,Lampang,21,0,0.0,0.0,0.0
TMP,Trimethoprim,Mahasarakham,10,0,0.0,0.0,0.0
TMP,Trimethoprim,Mukdahan,15,0,0.0,0.0,0.0
TMP,Trimethoprim,Nakhon Pathom,32,0,0.0,0.0,0.0
TMP,Trimethoprim,Narathiwat,18,0,0.0,0.0,0.0
TMP,Trimethoprim,Pathum Thani,6,0,0.0,0.0,0.0
TMP,Trimethoprim,Pha Yao,17,0,0.0,0.0,0.0
TMP,Trimethoprim,Phayao,6,0,0.0,0.0,0.0
TMP,Trimethoprim,Phichit,2,0,0.0,0.0,0.0
TMP,Trimethoprim,Phnom Phen,4,0,0.0,0.0,0.0
TMP,Trimethoprim,Roi Et,53,0,0.0,0.0,0.0
TMP,Trimethoprim,Si Sa Ket,23,0,0.0,0.0,0.0
TMP,Trimethoprim,Siem Reap,4,0,0.0,0.0,0.0
TMP,Trimethoprim,Songkhla,13,0,0.0,0.0,0.0
TMP,Trimethoprim,Suphan Buri,4,0,0.0,0.0,0.0
TMP,Trimethoprim,Surin,37,0,0.0,0.0,0.0
TMP,Trimethoprim,Takhmao,3,0,0.0,0.0,0.0
TMP,Trimethoprim,Ubon Ratchathani,43,0,0.0,0.0,0.0
TMP,Trimethoprim,Unspecified area,48,0,0.0,0.0,0.0
TMP,Trimethoprim,Yala,4,0,0.0,0.0,0.0
TMP,Trimethoprim,Yasothon,20,0,0.0,0.0,0.0
TRY,Tryptophol,Unspecified area,48,35,0.729167,90.718571,447.78
TRY,Tryptophol,Amnart Charoen,15,0,0.0,0.0,0.0
TRY,Tryptophol,Bangkok,1,0,0.0,0.0,0.0
TRY,Tryptophol,Chaiyaphum,1,0,0.0,0.0,0.0
TRY,Tryptophol,Chiang Mai,86,0,0.0,0.0,0.0
TRY,Tryptophol,Chiang Rai,21,0,0.0,0.0,0.0
TRY,Tryptophol,Kalasin,2,0,0.0,0.0,0.0
TRY,Tryptophol,Kampong Thom,2,0,0.0,0.0,0.0
TRY,Tryptophol,Kampot,1,0,0.0,0.0,0.0
TRY,Tryptophol,Lampang,21,0,0.0,0.0,0.0
TRY,Tryptophol,Mahasarakham,10,0,0.0,0.0,0.0
TRY,Tryptophol,Mukdahan,15,0,0.0,0.0,0.0
TRY,Tryptophol,Nakhon Pathom,32,0,0.0,0.0,0.0
TRY,Tryptophol,Narathiwat,18,0,0.0,0.0,0.0
TRY,Tryptophol,Pathum Thani,6,0,0.0,0.0,0.0
TRY,Tryptophol,Pha Yao,17,0,0.0,0.0,0.0
TRY,Tryptophol,Phayao,6,0,0.0,0.0,0.0
TRY,Tryptophol,Phichit,2,0,0.0,0.0,0.0
TRY,Tryptophol,Phnom Phen,4,0,0.0,0.0,0.0
TRY,Tryptophol,Roi Et,53,0,0.0,0.0,0.0
TRY,Tryptophol,Si Sa Ket,23,0,0.0,0.0,0.0
TRY,Tryptophol,Siem Reap,4,0,0.0,0.0,0.0
TRY,Tryptophol,Songkhla,13,0,0.0,0.0,0.0
TRY,Tryptophol,Suphan Buri,4,0,0.0,0.0,0.0
TRY,Tryptophol,Surin,37,0,0.0,0.0,0.0
TRY,Tryptophol,Takhmao,3,0,0.0,0.0,0.0
TRY,Tryptophol,Ubon Ratchathani,43,0,0.0,0.0,0.0
TRY,Tryptophol,Yala,4,0,0.0,0.0,0.0
TRY,Tryptophol,Yasothon,20,0,0.0,0.0,0.0
ZEA,Zearalenone,Unspecified area,48,16,0.333333,43.96375,325.33
ZEA,Zearalenone,Amnart Charoen,15,0,0.0,0.0,0.0
ZEA,Zearalenone,Bangkok,1,0,0.0,0.0,0.0
ZEA,Zearalenone,Chaiyaphum,1,0,0.0,0.0,0.0
ZEA,Zearalenone,Chiang Mai,86,0,0.0,0.0,0.0
ZEA,Zearalenone,Chiang Rai,21,0,0.0,0.0,0.0
ZEA,Zearalenone,Kalasin,2,0,0.0,0.0,0.0
ZEA,Zearalenone,Kampong Thom,2,0,0.0,0.0,0.0
ZEA,Zearalenone,Kampot,1,0,0.0,0.0,0.0
ZEA,Zearalenone,Lampang,21,0,0.0,0.0,0.0
ZEA,Zearalenone,Mahasarakham,10,0,0.0,0.0,0.0
ZEA,Zearalenone,Mukdahan,15,0,0.0,0.0,0.0
ZEA,Zearalenone,Nakhon Pathom,32,0,0.0,0.0,0.0
ZEA,Zearalenone,Narathiwat,18,0,0.0,0.0,0.0
ZEA,Zearalenone,Pathum Thani,6,0,0.0,0.0,0.0
ZEA,Zearalenone,Pha Yao,17,0,0.0,0.0,0.0
ZEA,Zearalenone,Phayao,6,0,0.0,0.0,0.0
ZEA,Zearalenone,Phichit,2,0,0.0,0.0,0.0
ZEA,Zearalenone,Phnom Phen,4,0,0.0,0.0,0.0
ZEA,Zearalenone,Roi Et,53,0,0.0,0.0,0.0
ZEA,Zearalenone,Si Sa Ket,23,0,0.0,0.0,0.0
ZEA,Zearalenone,Siem Reap,4,0,0.0,0.0,0.0
ZEA,Zearalenone,Songkhla,13,0,0.0,0.0,0.0
ZEA,Zearalenone,Suphan Buri,4,0,0.0,0.0,0.0
ZEA,Zearalenone,Surin,37,0,0.0,0.0,0.0
ZEA,Zearalenone,Takhmao,3,0,0.0,0.0,0.0
ZEA,Zearalenone,Ubon Ratchathani,43,0,0.0,0.0,0.0
ZEA,Zearalenone,Yala,4,0,0.0,0.0,0.0
ZEA,Zearalenone,Yasothon,20,0,0.0,0.0,0.0
